,importance
Series_3.0T quattro competition Prestige,0.0
Series_3.0T quattro prestige,0.0
Series_3.0T/TDI Premium,0.0
Model_RX-8,0.0
Series_3.0TT Luxury Collection,0.0
"Series_3.0TT Luxury, AWD",0.0
Series_3.0TT Platinum Collection,0.0
Series_3.0TT Sport AWD,0.0
Series_3.0i SAV,0.0
Series_3.2 Premium Plus,0.0
Series_3500 (1 ton),0.0
Series_3500 HD,0.0
Series_A3 Sportback e-tron Premium,0.0
Model_RC F,0.0
Series_5 Door wide body,0.0
Series_5 Series,0.0
Series_5 door Wide Body,0.0
Model_RS 5,0.0
Model_RS 4,0.0
Series_5.0 Ultimate,0.0
Series_5DR GS / 4DR GLS,0.0
Series_5DR SE / 5DR SE Sunroof/ 4DR GLS Prem,0.0
Model_RLX,0.0
Series_6-series,0.0
Series_7,0.0
"Series_7"" Pickup",0.0
Model_RL,0.0
Series_740,0.0
Series_3500W,0.0
Series_86,0.0
Series_9-3 2.0T convertible,0.0
Series_9-3 2.0T sedan & combi,0.0
Series_9-3X combi,0.0
Series_9-5 Aero sedan,0.0
Series_9-5 Turbo4 sedan,0.0
Series_A220,0.0
Series_A220-4M,0.0
Series_A3 Cabriolet quattro Premium plus,0.0
Series_A3 Premium,0.0
Series_A3 Premium / Titanium,0.0
Series_A3 Premium Plus,0.0
Series_A3 Quattro Premium,0.0
Series_5 Door Wide body,0.0
Series_5,0.0
Series_4Motion w/Sport Pkg,0.0
Series_4Motion w/Luxury Pkg,0.0
Series_4 Motion,0.0
Series_4 door Wide Body,0.0
Series_4 or 5 seater plus 1/4 ton (nominal),0.0
Series_4 or 5 seater plus 1/4 ton nominal,0.0
Series_4-Motion w/Auto,0.0
Model_RS 7,0.0
Model_RS 6,0.0
Series_4.0T Premium plus quattro,0.0
Series_4.0T quattro Prestige/Performance 4.0T quattro Prestige,0.0
Series_4.0T quattro premium plus,0.0
Series_4.2 & 3.0 TDI S-Line,0.0
Series_4.2 Coupe,0.0
Series_4.2 Prestige w/S-Line Pkg.,0.0
Series_4.2 quattro,0.0
Series_428i,0.0
Series_435i,0.0
Series_4Motion 3.6 FSI SEL Premium R-Line,0.0
"Series_4Motion 3.6 FSISE w/ Tech , 4Motion 3.6 FSISE w/ Tech  R-Line",0.0
Series_4Motion S,0.0
"Series_4Motion S, SE, SEL",0.0
Series_4Motion SE,0.0
"Series_4Motion SE, 4Motion SEL",0.0
"Series_4Motion SE, 4Motion SEL, 4Motion SEL R-Line, 4Motion SEL R-Line Jet-Black",0.0
Series_4Motion SEL,0.0
Series_4Motion SEL Premium R-Line,0.0
Series_4Motion SEL Premium w/ R-Line,0.0
"Series_4Motion SEL Premium, 4Motion SEL Premium R-Line",0.0
Series_2500 3/4 ton,0.0
Model_Ramcharger,0.0
Model_Reatta,0.0
Series_1.6 AT EX STD/Conv/Eco,0.0
Trim_xDrive Sports Wagon,0.0
Trim_xDrive28d,0.0
Model_Roadmaster,0.0
Trim_xDrive28i SAV,0.0
Trim_xDrive35d,0.0
Model_Riviera,0.0
Trim_xDrive40e,0.0
Trim_xDrive40i,0.0
Trim_xDrive48i,0.0
Trim_xDriveM40i,0.0
Series_1 ton STD,0.0
Model_Reno,0.0
Series_1.4T SE,0.0
Series_1.6 AT LX STD/Power,0.0
Model_Regal TourX,0.0
Series_1.8T,0.0
Series_1.8T / TDI,0.0
Series_1.8T Dune,0.0
Series_1.8T R-Line,0.0
"Series_1.8T S, Wolfsburg Edition, Fleet Edition,Classic",0.0
Series_1.8T SE / 1.8T Sport,0.0
"Series_1.8T SE, SE w/Technology TDI SE",0.0
"Series_1.8T SE, SEL / TDI SE, SEL",0.0
"Series_1.8T SEL, SEL Premium",0.0
"Series_1.8T SEL, SEL Premium TDI S, SE, SEL",0.0
Series_1.8T SEL/TDI,0.0
Series_1.8T Sport,0.0
"Series_1.8T, TDI",0.0
Trim_xDrive Sport Wagon,0.0
Trim_xDrive Sedan/xDrive Sedan SA,0.0
Trim_xDrive Sedan SA SULEV,0.0
Trim_xDrive Sedan SA,0.0
Trim_quattro Premium Plus,0.0
Trim_quattro Premium Plus / quattro Progressiv (Canada),0.0
Trim_quattro Premium Plus S-Line / quattro Prestige S-Line,0.0
Trim_quattro Premium S-Line,0.0
Trim_quattro Prestige,0.0
Trim_quattro Prestige / quattro Technik (Canada),0.0
Trim_quattro Prestige S-Line / quattro Techink S-Line (Canada),0.0
Trim_sDrive 28i SAV,0.0
Trim_sDrive28i,0.0
Trim_sDrive28i SAV,0.0
Model_Rodeo/Amigo,0.0
Trim_with Extra Duty Suspension,0.0
Trim_with Leather,0.0
Trim_with NAVI,0.0
Trim_with RES,0.0
Trim_xDrive Convertible,0.0
Trim_xDrive Coupe,0.0
Trim_xDrive GC,0.0
Trim_xDrive GC SULEV-PZEV,0.0
Trim_xDrive GT,0.0
Model_Rodeo,0.0
Trim_xDrive SA,0.0
Trim_xDrive SA SULEV,0.0
Trim_xDrive SA SULEV-PZEV,0.0
Trim_xDrive SULEV,0.0
Trim_xDrive SULEV-PZEV,0.0
Trim_xDrive Sedan,0.0
Series_1/2 ton AWD,0.0
Series_1/2 ton Alpha Edition,0.0
Series_1/2 ton Base,0.0
"Series_2.0T Elite, 3.3T Prestige, 3.3T Sport",0.0
"Series_2.0T GLI SE, SEL",0.0
Series_2.0T Luxury,0.0
Series_2.0T Premium,0.0
Series_2.0T Premium / Hybrid Prestige / TDI Premium Plus,0.0
Series_2.0T Premium Hybrid,0.0
Series_2.0T Premium Luxury (PHEV),0.0
Series_2.0T Premium/Hybrid Prestige/TDI Premium Plus,0.0
"Series_2.0T Prestige, 2.0T Dynamic, 2.0T Sport (AT)",0.0
Series_2.0T Quattro premium,0.0
Series_2.0T quattro Premium / Hybrid quattro Prestige / TDI quattro Premium Plus,0.0
Series_2.0T quattro Premium Plus,0.0
Series_2.0T quattro Premium/quattro Premium Plus,0.0
Series_2.0T quattro premium plus,0.0
Series_2.0T w/Luxury Pkg,0.0
Series_2.0T/ 3.6L,0.0
Series_2.4 EX STD/Premium /Tech,0.0
Series_2.4 LX STD/Conv,0.0
"Series_2.5 SE,  SEL, 2.0T Wolfsburg Edition/ TDI w/sunroof",0.0
"Series_2.5 SE,  SEL, TDI w/snrf 2.0T Wolfsburg Edition",0.0
"Series_2.5 SE, TDI",0.0
"Series_2.5 SE, TDI w/sunroof",0.0
Series_2.5/ TDI,0.0
Series_2.5/ TDI w/Package  2,0.0
Series_2.5/ TDI w/Package 1,0.0
Series_20th Anniversary Edition,0.0
Series_228I,0.0
Model_Regency,0.0
"Series_2.0T Elite, 3.3T Prestige, 3.3T Sport, 3.3T Dynamic Edition, 3.3T Design Edition",0.0
Series_2.0T Beetle/ 2.0T Beetle Black Turbo/2.0T Beetle WhiteTurbo,0.0
Series_1/2 ton DLX,0.0
Series_2.0T Beetle,0.0
Series_1/2 ton FWD,0.0
Series_1/2 ton SR5,0.0
Series_1/2 ton Special Edition,0.0
Series_1/4 ton nominal (4 or 5 seater plus),0.0
Model_Rendezvous,0.0
Model_Relay,0.0
Series_1500 (1/2 Ton) Luxury,0.0
Series_1500 (1/2 ton),0.0
Series_1500 Cargo,0.0
Series_1500 Passenger,0.0
Series_190E,0.0
Series_1SV,0.0
Series_2-Series,0.0
Series_2-series,0.0
Series_2..0T,0.0
Series_2.0 Premium,0.0
Series_2.0 Progressive S-Line/3.0T TDI Technik S-Line,0.0
Series_2.0 SX Full Option,0.0
Series_2.0 T,0.0
Series_2.0L and 2.0L Premium,0.0
Series_2.0L/2.0LS,0.0
Series_2.0T,0.0
Series_2.0T /3.6L w/Luxury Pkg.,0.0
Series_2.0T Advanced,0.0
"Series_2.0T Base, Sport, R-Line",0.0
Series_2.0T Base/ Base w/DCC & Nav.,0.0
"Series_2.0T Base/ Performace Pkg. S, SE, Autobahn",0.0
Series_A3 Quattro Premium Plus,0.0
Series_A3 Sportback e-tron Premium plus,0.0
Trim_R-Dynamic HSE / First Edition,0.0
Series_CLS450-4M,0.0
Series_CLK320,0.0
Series_CLK320A,0.0
Series_CLK320C,0.0
Series_CLK350,0.0
Series_CLK430,0.0
Series_CLK500,0.0
Series_CLK500A,0.0
Series_CLK55,0.0
Series_CLK55 AMG,0.0
Series_CLK550,0.0
Trim_124,0.0
Series_CLS400-4M,0.0
Series_CLS450,0.0
Series_CLS55,0.0
Series_CXL - 4XL,0.0
Model_Q70,0.0
Series_CLS63,0.0
Series_CMA,0.0
"Series_CPE, FILA  ANNIV. ED.",0.0
Series_CROSSROAD,0.0
"Series_CROSSROAD (M,U,C)",0.0
Series_CROWN VICTORIA,0.0
Series_CS,0.0
Series_CX,0.0
Series_CX (V6),0.0
Series_CX 1/2 ton,0.0
Series_CX Cloth,0.0
Series_CXL (different from HD),0.0
Series_CLA45-4M,0.0
Series_CLA45 AMG,0.0
Series_CLA250 4MATIC,0.0
Model_Q70L,0.0
Series_Blue (HEV),0.0
Series_C1500/C2500/P1500,0.0
Series_C230,0.0
Series_C240,0.0
Model_QX30,0.0
Series_C2500/C3500,0.0
Series_C2500/P2500,0.0
Series_C280,0.0
Model_Q8,0.0
Series_C300d-4M,0.0
Series_C320,0.0
Series_C32K,0.0
Series_C350,0.0
Series_C3500/3500C,0.0
Series_C350e,0.0
Series_C400,0.0
Series_C450-4M Sport AMG,0.0
Series_C55 AMG,0.0
Series_C63,0.0
Series_C63 AMG,0.0
Series_C63 S AMG,0.0
Series_CE,0.0
Series_CL500,0.0
Series_CL500C,0.0
Series_CL55,0.0
Series_CL550,0.0
Series_CL55K,0.0
Series_CXL - 2XL,0.0
Series_CXL - 5XL,0.0
Series_A3 e-tron Premium,0.0
Series_DELUXE,0.0
Series_Coupe 2.0 Premium Plus,0.0
Series_Coupe 2.0 Prestige,0.0
Series_Coupe Level 2,0.0
Series_Coupe Level 3,0.0
Series_Coupe Level 3 - Auto (RF9),0.0
Series_Coupe Quattro Prestige,0.0
Series_Coupe quattro,0.0
Series_Coupe quattro 2.0/ 3.2 Prestige,0.0
Series_Custom,0.0
Series_D1 / Heavy Duty,0.0
Series_D2 (Dual Rear Wheels),0.0
Series_D2 (Single Rear Wheels),0.0
Series_D250 (3/4 Ton),0.0
Series_DENALI,0.0
Series_CXL 1/2 ton,0.0
Model_Q45,0.0
Model_Q40,0.0
Series_DLX,0.0
Series_DLX (1/2 ton),0.0
Series_DN,0.0
Series_DR / Light Duty,0.0
Series_DX,0.0
Series_DX-VP,0.0
Series_DX/Deluxe,0.0
Series_DX/EX,0.0
Series_Deluxe (GL),0.0
Model_Protege,0.0
Series_Denali (1/2 Ton),0.0
Series_Coupe,0.0
Series_Corvette & Convertible,0.0
Model_Q5 e,0.0
Series_Cooper ALL4,0.0
Series_CXL Leather,0.0
Series_CXL Leather Entry,0.0
Series_CXL Luxury & Confidence,0.0
Series_CXL Turbo - 2XT,0.0
Series_CXL Turbo - 3XT,0.0
Series_CXL Turbo - 4XT,0.0
Series_CXL Turbo - 7XT,0.0
Series_CXL Ultra Luxury,0.0
Series_CXL-1XL,0.0
Series_CXS,0.0
Series_Cabriolet,0.0
Series_Cabriolet S-Line,0.0
Series_Cabriolet quattro,0.0
Series_Camper,0.0
Series_Canvas Top,0.0
Series_Cargo,0.0
Series_Cartier,0.0
Series_Citadel,0.0
Series_Class C Hard Top,0.0
Series_Comfortline,0.0
Series_Commemorative Edition,0.0
"Series_Confortline, Highline, TDI",0.0
Series_Conv,0.0
Series_Conventional Cab,0.0
Series_Convertible,0.0
Series_Convertible w/ auto trans,0.0
Series_Convience,0.0
Series_Blue,0.0
Series_Blk Label,0.0
Series_Black Label HEV,0.0
Series_ALL-TRAC,0.0
Series_A7 3.0T quattro prestige,0.0
Series_A8 L 4.0T quattro Sport,0.0
Series_ACA21L/ACA26L,0.0
Series_ACA28L/ACA23L,0.0
Series_ACV20L/MCV20L,0.0
Series_ACV30L/MCV30L,0.0
Series_ACV30L/MCV30L/MCV31L,0.0
Series_ACV30L/MCV31L,0.0
Series_AGT20L,0.0
Model_R8,0.0
Series_AGZ10L-AWTLTA,0.0
Model_R32,0.0
Series_AGZ15L-AWTLTA / AYZ15L-AWXLBA,0.0
Series_AMG C43,0.0
Series_Black Label,0.0
Series_AMG C63,0.0
Series_AMG C63 S,0.0
Series_AMG CLA45,0.0
Series_AMG CLS63 S,0.0
Series_AMG E43,0.0
Series_AMG E53,0.0
Series_AMG E63 S,0.0
Series_AMG GLC 63,0.0
Series_AMG GLC 63 S,0.0
Series_AMG GLC43,0.0
Series_AMG GLE 63,0.0
Series_AMG GLE43,0.0
Series_AMG GT,0.0
Series_A7 3.0T quattro Premium plus,0.0
Series_A6 quattro Premium,0.0
Series_A6 quattro 2.0T Premium Plus,0.0
Series_A6 quattro 2.0T Premium,0.0
Series_A3 quattro Premium,0.0
Series_A3 quattro Premium Plus S line,0.0
Series_A4 Premium / Titanium,0.0
Series_A4 Premium plus,0.0
Series_A4 Premium plus/A4 ultra Premium Plus,0.0
Series_A4 allroad Premuim,0.0
Series_A4 allroad Premuim plus,0.0
Series_A4 allroad Prestige,0.0
Series_A4 allroad quattro Premium plus,0.0
Series_A4 premium/A4 Ultra Premium,0.0
Series_A4 quattro Premium,0.0
Series_A4 quattro Prestige,0.0
Series_A4 quattro premium,0.0
Series_A5 Cabriolet quattro Premium Plus,0.0
Series_A5 quattro Premium,0.0
Series_A5 quattro Premium  Plus S Line,0.0
Series_A5 quattro Premium Plus,0.0
Series_A5 quattro Premium Plus S Line,0.0
Series_A5 quattro Premium S Line,0.0
Series_A5 quattro Premium plus,0.0
Series_A5 quattro Prestige,0.0
Series_A5 quattro Prestige S Line,0.0
Series_A6 2.0 T Sport/Premium,0.0
Series_A6 2.0T Quattro Sport/Premium,0.0
Model_RAV4 Prime,0.0
Series_A6 3.0T quattro premium plus,0.0
Series_A6 Sedan quattro Premium Plus,0.0
Series_AMG S63,0.0
Series_AN,0.0
Series_AN/DN,0.0
Series_All-Purpose Vehicle (APV),0.0
"Series_Altitude (Can), Latitude Lux (US)",0.0
Series_Arc,0.0
Series_Armada,0.0
"Series_Auto trans, AWD",0.0
"Series_Auto trans, AWD, Navigation, High feature V6",0.0
"Series_Auto trans, RWD",0.0
Series_Auto-biography,0.0
Series_Automatic,0.0
Series_Avant,0.0
Series_Avant quattro,0.0
Series_Avant quattro/ 2.0 Premium,0.0
Series_Avant quattro/ 2.0 Premium Plus,0.0
Series_Avant quattro/ 2.0 Prestige,0.0
Series_Azera,0.0
Series_Azera tech,0.0
Series_BASE,0.0
Series_BH,0.0
Series_BL,0.0
Series_Base / Executive,0.0
Series_Base 4Motion,0.0
Series_Base and S,0.0
Series_Base w/ DCC & Nav,0.0
Series_Base w/DCC & Nav,0.0
"Series_Base, S, SE , SEL/TDI S, SE SEL",0.0
"Series_Base, Value Edition, Tech Package",0.0
Series_Base/ LX,0.0
Model_QX4,0.0
"Series_Alltrack S,SE",0.0
Series_All Trims,0.0
Series_ANF10L,0.0
Series_All Terrain 2 AWD,0.0
Series_ANT10L,0.0
Series_APV,0.0
Series_APV 1/2 ton w/ Extended wheel base,0.0
Series_APV w/ Extended wheel base,0.0
Series_ARL10L/GRL12L/GRL16L/GWL10L,0.0
Model_R-Class,0.0
Series_ASC10L/GSC10L/GSC15L/GSC16L,0.0
Series_ASE30L,0.0
Model_R Conventional,0.0
Model_Quattroporte,0.0
Series_AWD Avenir,0.0
Series_AWD Essence,0.0
Series_AWD MKZ Reserve II,0.0
Series_AWD Premium,0.0
Series_AWD V6,0.0
Series_AWD V8,0.0
Series_AWD/AWD (T8),0.0
Series_AXAA52L / AXAA54L / AXAH54L / AXAL54L,0.0
Model_QX70,0.0
Series_AXAP54L,0.0
Series_AXUH85L,0.0
Series_AXVA70L,0.0
Series_AXVA75L,0.0
Series_Access Cab,0.0
Series_Aero,0.0
Series_All Terrain 1,0.0
Series_All Terrain 2,0.0
Trim_quattro Premium / quattro Komfort (Canada),0.0
Trim_quattro Premium,0.0
Trim_quattro,0.0
Trim_STI base+W,0.0
Trim_ST + KA,0.0
Trim_ST/SXT,0.0
Trim_STD/Base,0.0
Trim_STI,0.0
Trim_STI + KA + NAVI(H/K),0.0
Trim_STI + KA + NAVI(H/K) + BSD,0.0
Trim_STI Base+W+KA,0.0
Trim_STI Limited + MR + KA + NAVI(H/K) + BSD,0.0
Trim_STI Limited + MR + KA + NAVI(H/K) + BSD + Lip Spoiler,0.0
Trim_STI Limited+Keyless Access+Moonroof+H/K(Harman Kardon) & NAVI,0.0
Trim_STI Limited+L+KA+RE+BSD+NAVI(H/K)+M/R,0.0
Trim_STI Limited+Moonroof+H/K(Harman Kardon),0.0
"Trim_STI base+L, STI base+W",0.0
Trim_STI high+W+KA+RE+BSD+NAVI(H/K)+M/R,0.0
Trim_SV42 Momentum,0.0
Trim_STI mid+W+KA+RE,0.0
Trim_STI-B,0.0
Model_SW2,0.0
Trim_STI-S+KA+RE,0.0
Trim_STS,0.0
Trim_STi,0.0
Trim_SULEV-PZEV,0.0
Trim_SUS - Ltd.,0.0
Trim_SUV/SUT,0.0
Trim_SV/Base,0.0
Trim_SV33 Premier,0.0
Trim_SV34 Premier Plus/SV43 Inscription,0.0
Trim_SV35 Platinum,0.0
Model_SX4,0.0
Trim_SSV,0.0
Trim_SRW Low Roof van,0.0
Model_Sable,0.0
Trim_SLT-1,0.0
Trim_SLT-2,0.0
Trim_SLT1,0.0
Trim_SLT2,0.0
Trim_SPORT,0.0
Trim_SPORT *2,0.0
Trim_SPORT TOURING,0.0
Trim_SPORT*1*2,0.0
Trim_SR/SR5,0.0
Trim_SR/SR5/TRD Pro,0.0
Trim_SR/SR5/TRD Sport,0.0
Model_Scion iQ,0.0
Model_Scion iM,0.0
Trim_SR5 grade,0.0
Trim_SR5/SR5 Premium/TRD Off Road/TRD Off Road Premium/Ltd/Ltd Night Shade/TRD Pro,0.0
Model_Scion iA,0.0
Trim_SR5/TRD Sport,0.0
Trim_SRS Prem,0.0
Model_Santa Fe XL,0.0
Trim_SRT Core,0.0
Trim_SRT Premium,0.0
Trim_SRT Supercharged,0.0
Trim_SRT-8,0.0
Trim_SRT4,0.0
Model_Safari,0.0
Trim_SRT8 Core,0.0
Trim_SRW High Roof Van,0.0
Trim_SV35 Platinum Classic Edition,0.0
Trim_SV52 Momentum,0.0
Trim_i Limited,0.0
Trim_Sport +H/K +BSD,0.0
Trim_Signature,0.0
Trim_Signature Limited,0.0
Trim_Special,0.0
Trim_Special Edition,0.0
Trim_Special Service,0.0
Trim_Spinnaker Edition,0.0
Model_SSR,0.0
Trim_Sport & Portfolio,0.0
Trim_Sport (AN),0.0
"Trim_Sport (FSI Only), Sport w/ Technology, Lux, Executive",0.0
Trim_Sport (Soft Top),0.0
Trim_Sport +CWP+M/R,0.0
Trim_Sport +ES +BSD,0.0
Trim_Sport +H/K +ES +BSD,0.0
"Trim_SVD6, SVD7 Classic Edition",0.0
Trim_Sport / GS,0.0
Trim_Sport 4-M Bi-Turbo,0.0
Trim_Sport Base+ES+SMART,0.0
Trim_Sport Coupe & Convertible,0.0
Trim_Sport ES/SE,0.0
Trim_Sport ES/SE (ASX ES in Puerto Rico),0.0
Trim_Sport Navi,0.0
Trim_Sport SEL/GT,0.0
Trim_Sport SEL/GT (ASX SE in Puerto Rico),0.0
Trim_Sport SLS (US)/Sport (Canada),0.0
Trim_Sport Suprcharged,0.0
Trim_Sport Touring,0.0
Trim_Sport Touring (1SH),0.0
Trim_Si,0.0
Trim_Short Wheel Base,0.0
Trim_Shelby GT500,0.0
Trim_Shelby GT 500,0.0
Trim_SVFE First Edition/SVR0 R Design Base,0.0
Trim_SVP9 Polestar Special Edition,0.0
Trim_SVR,0.0
Trim_SVR5 R-Design,0.0
Trim_SVR7 R-Design Base (Premier Level),0.0
Trim_SX,0.0
Trim_SX / SX Limited,0.0
"Trim_SX, SXL",0.0
Trim_SXL,0.0
Trim_SXT / SX 2.0 Sport,0.0
Trim_SXT Crew,0.0
Trim_SXT Plus,0.0
Trim_SXT Sport,0.0
Trim_SXT or R/T,0.0
Trim_SXT/SLT,0.0
Model_STS,0.0
Trim_Sahara/TJ,0.0
Trim_Sedan Base Grade,0.0
Trim_Sedan Level 1,0.0
Trim_Sedan Level 2,0.0
Trim_Sedan Level 3,0.0
Trim_Sedan Low Grade,0.0
Trim_Sedan SA,0.0
Trim_Sedan SA SULEV,0.0
Trim_Sedan SULEV,0.0
Trim_Select,0.0
Trim_Select Pkg,0.0
Trim_SLT(2),0.0
Trim_SLT(1),0.0
Trim_SLT Plus,0.0
Trim_SA SULEV-PZEV,0.0
"Trim_S Cabriolet (2WD), 4S Cabriolet (4WD)",0.0
Trim_S E-Hybrid,0.0
Trim_S Hybrid,0.0
Trim_S Line,0.0
Trim_S grade,0.0
"Trim_S, CD/CS",0.0
"Trim_S, GTS",0.0
"Trim_S, R-Line, SE, SEL",0.0
Trim_S-2,0.0
Trim_S-TYPE,0.0
Trim_S/ S Automatic,0.0
Trim_S/Sport GT S,0.0
Trim_SA SULEV,0.0
Trim_SAV,0.0
Trim_SLT Mega Cab,0.0
Trim_SC,0.0
Trim_SCAT Pack,0.0
Trim_SD,0.0
Model_Sierra Limited,0.0
Trim_SE (S Grade),0.0
"Trim_SE (US, Canada)",0.0
Trim_SE Aero,0.0
Trim_SE Base,0.0
Trim_SE FWD,0.0
Trim_SE Hybrid,0.0
Trim_SE MT,0.0
Trim_SE Plus/SXT,0.0
Model_Shadow,0.0
Trim_S AMg,0.0
Trim_S / S Convertible,0.0
Trim_S (US),0.0
"Trim_S (2WD), 4S (4WD)",0.0
Trim_R-Dynamic SE,0.0
Trim_R-Sport,0.0
"Trim_R-design, Momentum (XC40 17w46-18w16)",0.0
Model_Spectra,0.0
Trim_R/T 392,0.0
Trim_R/T SCAT Pack,0.0
Model_Sonoma,0.0
Trim_RT-S,0.0
Trim_RTL,0.0
Trim_RTL-E,0.0
Trim_RTL-T,0.0
Trim_RTS,0.0
Trim_RTX,0.0
Trim_RU,0.0
Trim_Rallye,0.0
Trim_Range Rover,0.0
Trim_Regular Cab,0.0
Trim_Renegade,0.0
Trim_Reserve,0.0
Trim_Roadster 2.5i,0.0
Trim_Roadster 2.5si,0.0
Trim_Roadster 3.0i,0.0
Trim_Roadster 3.0si,0.0
Model_Sky,0.0
"Trim_Rubicon (U.S.) / ""TJ"" Rubicon (Canada)",0.0
Trim_Rush,0.0
Model_Silhouette,0.0
Trim_SE w/Tech Pack,0.0
Trim_SE w/Technology,0.0
"Trim_SE, CDE/SCE",0.0
Trim_SH-AWD TECH,0.0
Trim_SH-AWD TECH V6,0.0
Trim_SH-AWD TECH+A / TCH+AR V6,0.0
Trim_SH-AWD TECH19 V6,0.0
Trim_SH-AWD Tech,0.0
Trim_SH-AWD Tech Ent,0.0
Trim_SH-AWD V6,0.0
Trim_SH-AWD w/Advance/Advance w/RES,0.0
Trim_SH-AWD w/Tech,0.0
Trim_SH-AWD w/Tech pkg & RES,0.0
Trim_SH-E-AWD (Tech),0.0
Trim_SHO,0.0
Trim_SI,0.0
Trim_SL,0.0
Model_Scion xD,0.0
Trim_SLE 1,0.0
Trim_SLE 2,0.0
Trim_SLE-1,0.0
Trim_SLE-2,0.0
Trim_SLE1,0.0
Trim_SLS,0.0
Model_Scion xA,0.0
Trim_SLT (1),0.0
Trim_SLT (2),0.0
Trim_SLT / R/T,0.0
Trim_SLT / Sport,0.0
Trim_SLT 1,0.0
Trim_SLT 2,0.0
Trim_SH-AWD TECH 7P,0.0
Trim_SH-AWD Advanced Ent,0.0
"Trim_SE, CVT",0.0
Trim_SH-AWD ADVANCE V6,0.0
"Trim_SE, CVT,  w/Premium pkg",0.0
"Trim_SE, CVT, w/Premium pkg",0.0
Trim_SE-V6,0.0
Trim_SE/Aero,0.0
Trim_SE/ES/RT/LX,0.0
Trim_SE/Express,0.0
Trim_SE/SE Premium,0.0
Trim_SE/SXT,0.0
Trim_SE/Sport,0.0
Trim_SE/TJ,0.0
Model_Seville,0.0
Trim_SE/XLE Hybrid,0.0
Trim_SE/XSE,0.0
Trim_SE1,0.0
Trim_SEL Plus,0.0
Trim_SES,0.0
Trim_SH-4WD,0.0
Trim_SH-4WD Tech,0.0
Model_Seltos,0.0
Trim_SH-AWD (Advance Ent),0.0
Trim_SH-AWD (Advance),0.0
Trim_SH-AWD (Tech Ent),0.0
Trim_SH-AWD A-SPEC,0.0
Trim_SH-AWD ADV,0.0
Trim_SH-AWD ADV19 V6,0.0
Trim_SH-AWD ADVANCE,0.0
Trim_SH-AWD ADVANCE 6P,0.0
Trim_Sport Touring Group,0.0
Trim_Sport+ES,0.0
Trim_Sport+ES+HK+KA,0.0
Trim_WRX high+L+KA+M/R,0.0
Trim_WRX Limited+MR,0.0
Trim_WRX Limited+MR+KA+NAVI(H/K)+BSD,0.0
Trim_WRX Limited+Moonroof,0.0
Trim_WRX Limited+Moonroof+Keyless Access+H/K(Harman Kardon) & NAVI,0.0
Trim_WRX Premium+L+M/R,0.0
"Trim_WRX Premium+L+RE, WRX Series. White+L+RE",0.0
Trim_WRX Premium+MR,0.0
Trim_WRX Premium+MR+NAVI(H/K),0.0
Trim_WRX Premium+Moonroof,0.0
Trim_WRX Premium+Moonroof+H/K(Harman Kardon) & NAVI,0.0
Model_S3,0.0
Trim_WRX high+L+KA+BSD+NAVI(H/K)+M/R,0.0
Trim_WRX high+L+KA+BSD+NAVI(H/K)+M/R+ES,0.0
Trim_WRX mid+L+M/R,0.0
Model_SC1,0.0
Trim_WRX mid+L+RE,0.0
Trim_WRX-S,0.0
Trim_WRX-SS,0.0
Trim_Wagon,0.0
Trim_With NAVI,0.0
Trim_With RES,0.0
Trim_With T bar Roof,0.0
Model_S2000,0.0
Model_S15 Pickup,0.0
Trim_Work Truck/Fleet/Value Leader,0.0
Model_S-Type,0.0
Model_S-10 Pickup,0.0
Model_Routan,0.0
Trim_WRX (w/o Lip-Spolier),0.0
Model_S40,0.0
Trim_W150,0.0
Trim_Vsport Premium,0.0
Trim_Trouing Pkg ESP (US)/JLX (Canada),0.0
Trim_Turbo,0.0
Trim_Turbo (2WD + 4WD),0.0
Trim_Turbo (4WD) / GT2 (2WD),0.0
Trim_Turbo Cabriolet (4WD),0.0
Model_S80,0.0
Trim_Type-S,0.0
Trim_ULEV2,0.0
Trim_UN,0.0
Trim_Ultra,0.0
Trim_Ultra Luxury Collection,0.0
Model_S8,0.0
Trim_Unlimited Sahara,0.0
Model_S7,0.0
Trim_Unlimited X / Sport,0.0
Trim_V,0.0
Trim_V Series,0.0
Trim_V-Series,0.0
Trim_V6 Limited (3.2L JLX-Leather),0.0
Trim_V8 HSE,0.0
Trim_VDP Super V8 LWB,0.0
Trim_VE,0.0
Trim_VP,0.0
Trim_VQ,0.0
Model_S6,0.0
Trim_VX-R,0.0
Trim_Vanagon Camper,0.0
Trim_X/Commando,0.0
Trim_X1 sDrive28i,0.0
Trim_X1 xDrive28iBr,0.0
Trim_XLE Nav,0.0
Trim_XLE/XLE HV,0.0
Trim_XLE/XLE Plus/XLE Premium/Touring/Ltd.,0.0
Model_Rondo,0.0
Trim_XLE/XLE Premium/Ltd/Ltd Premium,0.0
Trim_XLE/XSE,0.0
Trim_XLE/XSE/Touring/Ltd.,0.0
Trim_XLS,0.0
Trim_XR,0.0
Trim_XR-Touring,0.0
Model_Rogue Sport,0.0
Trim_XSE CVT,0.0
Trim_XSE HV,0.0
Trim_XSE HV 4WD,0.0
Trim_XSE MT,0.0
Trim_XSE+TRD Package,0.0
Trim_XSE/XSE HV,0.0
Trim_XT Limited,0.0
Trim_Xsport Package (USA only),0.0
Trim_Z06,0.0
Trim_Z06 Standard 1LZ,0.0
Trim_Z24,0.0
